Lead Origin,Lead Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,What is your current occupation,Lead Quality,Asymmetrique Activity Score,Asymmetrique Profile Score,Last Notable Activity,Converted,Prob_Score
API,Referral Sites,No,No,13,1097,6.5,Unemployed,Might be,17,13,Modified,1,81.41824608
Lead Add Form,Reference,No,No,0,0,0,Unemployed,Low in Relevance,15,18,Modified,1,91.15209761
API,Referral Sites,No,No,7,166,7,Unknown,Unkown,15,13,Email Opened,0,12.36476414
API,Google,No,No,5,1577,5,Unemployed,Might be,15,15,Modified,1,87.90668671
API,Organic Search,No,No,1,143,1,Unemployed,Unkown,14,15,Modified,0,9.433572791
API,Google,No,No,6,234,6,Unknown,Unkown,14,15,Modified,0,4.752969417
Lead Add Form,Reference,No,No,0,0,0,Unemployed,High in Relevance,15,19,Email Opened,1,90.40715215
Landing Page Submission,Google,No,No,5,87,2.5,Unknown,Unkown,14,18,Email Opened,0,6.775288766
Landing Page Submission,Direct Traffic,No,No,3,1662,3,Unemployed,Might be,15,20,Modified,1,77.45732442
API,Google,No,No,12,68,3,Unknown,Unkown,15,13,Modified,0,5.731282942
Landing Page Submission,Google,No,No,3,829,1.5,Unknown,Unkown,13,18,Modified,0,9.814810886
API,Google,No,No,2,1142,1,Unemployed,Might be,14,15,Email Opened,1,91.70007404
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Olark Chat Conversation,0,14.44219826
API,Google,No,No,6,305,3,Unemployed,Might be,16,15,Olark Chat Conversation,1,67.94473735
Landing Page Submission,Organic Search,No,No,4,1652,4,Unemployed,Might be,15,18,Email Opened,1,92.69951249
API,Organic Search,No,No,5,1092,5,Unknown,Unkown,14,15,Modified,1,20.94247715
Landing Page Submission,Google,No,No,3,201,3,Unknown,Unkown,13,18,Email Opened,0,7.12180598
Landing Page Submission,Organic Search,No,No,5,1326,5,Unknown,Unkown,14,17,Modified,0,18.02545812
Landing Page Submission,Google,No,No,3,293,3,Unknown,Unkown,12,18,Modified,0,3.19131911
API,Google,No,No,3,1126,1.5,Unemployed,Low in Relevance,15,14,Email Opened,1,93.22841807
Landing Page Submission,Google,No,No,3,179,3,Unemployed,Might be,12,16,Email Opened,0,43.24442202
API,Google,No,No,2,193,2,Unknown,Unkown,14,15,Modified,0,5.972814454
API,Google,No,No,2,168,2,Unknown,Unkown,14,15,Email Opened,0,13.50793384
API,Referral Sites,No,No,3,186,3,Unemployed,Unkown,15,13,Modified,0,11.24662286
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,15,15,Email Opened,1,21.54206518
Landing Page Submission,Direct Traffic,No,No,3,238,3,Unknown,Unkown,14,16,Email Opened,0,5.602256779
API,Google,Yes,No,3,233,3,Unemployed,Might be,12,15,Email Opened,0,44.27087894
API,Google,No,No,2,121,2,Unknown,Unkown,13,15,Email Opened,0,11.81839566
Landing Page Submission,Direct Traffic,No,No,7,834,3.5,Unemployed,Low in Relevance,14,19,Email Opened,1,69.82768228
API,Google,No,No,4,50,1.33,Unemployed,Not Sure,12,16,Modified,0,4.818683235
API,Direct Traffic,Yes,No,2,396,2,Unknown,Unkown,14,15,Modified,0,3.050890057
Landing Page Submission,Google,No,No,5,376,5,Unemployed,Not Sure,13,16,Modified,0,3.722779435
Landing Page Submission,Organic Search,No,No,4,1104,4,Unemployed,Not Sure,15,13,Email Opened,1,33.02817285
API,Direct Traffic,Yes,No,2,297,2,Unemployed,Not Sure,13,15,Email Bounced,0,6.526388454
API,Organic Search,No,No,6,1276,3,Unemployed,Low in Relevance,16,16,Email Opened,1,94.64741019
Landing Page Submission,Google,No,No,5,75,2.5,Unemployed,Not Sure,13,16,Email Link Clicked,0,6.883150383
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,16,15,Modified,1,10.24045093
API,Organic Search,No,No,5,893,5,Unemployed,Might be,15,15,Email Opened,1,84.56026862
Landing Page Submission,Google,Yes,No,3,89,3,Unknown,Unkown,14,18,Email Opened,0,3.340218036
API,Olark Chat,No,No,3,645,1,Unknown,Unkown,12,15,Modified,0,14.36237223
Landing Page Submission,Google,No,No,4,638,4,Working Professional,Might be,14,15,SMS Sent,1,97.77102367
Landing Page Submission,Google,No,No,4,938,4,Unemployed,Not Sure,14,18,Modified,0,10.88505158
Landing Page Submission,Google,No,No,6,296,6,Unknown,Unkown,14,18,Email Opened,0,7.144945629
Landing Page Submission,Google,No,No,5,120,5,Unemployed,Not Sure,13,18,Modified,0,2.311500523
Landing Page Submission,Organic Search,No,No,9,1047,9,Working Professional,Low in Relevance,15,14,Email Opened,1,95.03733565
API,Direct Traffic,Yes,No,8,88,8,Unknown,Unkown,15,15,Modified,0,1.178448339
API,Organic Search,No,No,2,602,2,Unemployed,Unkown,14,15,Email Opened,0,36.43383223
Landing Page Submission,Google,No,No,6,168,2,Unemployed,High in Relevance,14,19,Email Opened,1,29.76139588
Landing Page Submission,Google,No,No,4,1051,4,Unemployed,Not Sure,14,18,Email Link Clicked,0,28.01602503
Landing Page Submission,Google,No,No,4,854,4,Working Professional,Might be,14,17,Email Opened,1,93.52712683
API,Google,No,No,7,1762,7,Unemployed,Not Sure,14,15,Email Opened,0,67.64008278
Landing Page Submission,Referral Sites,No,No,4,453,2,Unemployed,Low in Relevance,15,16,Email Link Clicked,1,72.36277627
Landing Page Submission,Google,No,No,6,1966,6,Unemployed,Low in Relevance,13,17,Email Opened,1,95.31744938
API,Google,No,No,2,1494,2,Unemployed,Not Sure,13,14,Modified,0,41.14448733
Landing Page Submission,Organic Search,No,No,8,36,2,Unknown,Unkown,14,16,Email Opened,0,7.156615009
Landing Page Submission,Direct Traffic,No,No,5,887,2.5,Unemployed,Might be,13,18,Modified,0,44.8802318
Landing Page Submission,Direct Traffic,No,No,18,59,2.57,Unemployed,Might be,14,16,Email Opened,1,39.17895155
Landing Page Submission,Referral Sites,No,No,5,331,1.67,Unknown,Unkown,14,12,Email Opened,0,13.97542829
Landing Page Submission,Google,No,No,2,164,2,Unemployed,Not Sure,14,18,Modified,0,3.35954121
API,Google,No,No,2,1585,2,Working Professional,Might be,15,16,Email Opened,1,99.2111195
Landing Page Submission,Google,No,No,5,1169,5,Unemployed,Might be,14,18,Modified,1,63.30296271
Landing Page Submission,Organic Search,No,No,4,1425,4,Unemployed,Might be,15,18,Modified,1,76.51635078
Landing Page Submission,Google,No,No,8,1071,8,Unemployed,Unkown,14,17,Email Opened,0,30.79814478
Landing Page Submission,Google,No,No,4,12,4,Unknown,Unkown,13,18,Modified,0,1.91154119
API,Organic Search,No,No,3,180,3,Unknown,Unkown,14,15,Modified,0,5.534134408
API,Google,No,No,2,271,1,Unemployed,Not Sure,14,14,Email Opened,0,18.49997031
Landing Page Submission,Organic Search,No,No,4,139,4,Unknown,Unkown,16,16,Modified,0,3.048457253
Landing Page Submission,Google,No,No,3,781,3,Unemployed,Unkown,16,18,Modified,1,14.59054857
Landing Page Submission,Organic Search,No,No,9,338,2.25,Unknown,Unkown,14,18,Email Opened,0,11.51336073
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
API,Google,No,No,3,117,1.5,Unemployed,Unkown,15,15,Modified,1,9.323178805
API,Direct Traffic,No,No,7,1028,3.5,Unemployed,Unkown,14,15,Modified,0,22.96459661
Landing Page Submission,Organic Search,No,No,6,406,3,Unemployed,Might be,12,15,Email Opened,0,55.83236372
API,Google,No,No,12,341,3,Unemployed,Unkown,16,15,Email Opened,1,30.42698852
API,Olark Chat,No,No,0,0,0,Unemployed,Not Sure,13,15,Modified,1,5.834820227
Landing Page Submission,Google,No,No,2,250,2,Unknown,Unkown,13,17,Had a Phone Conversation,0,9.471669179
Landing Page Submission,Direct Traffic,No,No,4,171,2,Unemployed,Not Sure,15,16,Email Opened,0,6.37799409
API,Organic Search,No,No,13,78,2.17,Unknown,Unkown,15,16,Page Visited on Website,0,13.78015999
Lead Add Form,Welingak Website,Yes,No,0,0,0,Unemployed,Unkown,15,15,Modified,1,32.60601532
Landing Page Submission,Google,No,No,7,60,3.5,Unemployed,High in Relevance,11,20,Page Visited on Website,0,18.510307
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
API,Referral Sites,No,No,2,494,2,Unemployed,Worst,13,13,Email Opened,0,29.70472894
API,Google,No,No,11,1551,2.75,Unemployed,Might be,16,15,Modified,1,91.21426755
API,Google,No,No,2,1499,1,Unemployed,Unkown,16,15,Email Opened,1,78.47567249
Landing Page Submission,Organic Search,No,No,8,266,8,Unemployed,Unkown,14,15,Email Opened,0,9.656760703
API,Google,No,No,6,1117,6,Unemployed,Unkown,14,15,Modified,1,28.93220026
Landing Page Submission,blog,No,No,4,677,4,Unknown,Unkown,14,16,Email Opened,0,20.25416875
API,Google,No,No,3,388,1.5,Unemployed,Unkown,17,15,Olark Chat Conversation,0,30.24527383
API,Google,No,No,14,63,2.8,Businessman,Not Sure,13,14,Page Visited on Website,0,18.6173847
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
Landing Page Submission,Organic Search,No,No,3,519,3,Unemployed,Worst,15,17,Modified,0,7.389035983
Landing Page Submission,Google,No,No,4,137,4,Unemployed,Might be,13,18,Modified,0,20.93009391
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Olark Chat Conversation,0,14.44219826
API,Google,No,No,3,984,3,Unemployed,Might be,14,15,Modified,0,72.92386608
Landing Page Submission,Google,No,No,3,1224,3,Working Professional,Might be,15,17,Modified,1,92.74250998
Landing Page Submission,Google,No,No,3,911,3,Unemployed,High in Relevance,14,17,Email Opened,1,59.06026116
Lead Add Form,Olark Chat,No,No,2,1582,2,Unemployed,Unkown,15,17,Modified,1,87.50118702
Landing Page Submission,Direct Traffic,No,No,9,942,1.8,Unemployed,Unkown,14,18,Email Opened,0,30.1106875
Landing Page Submission,Direct Traffic,No,No,5,1534,2.5,Unknown,Unkown,13,16,Email Link Clicked,1,39.46791057
API,Google,No,No,2,1303,2,Working Professional,Might be,15,12,Modified,1,96.83237229
API,Google,No,No,2,297,2,Unemployed,Unkown,12,16,Modified,0,9.735394452
Lead Add Form,Reference,No,No,0,0,0,Unemployed,Might be,15,17,Modified,1,89.50504331
Landing Page Submission,Organic Search,No,No,7,1471,3.5,Unemployed,High in Relevance,15,18,Email Opened,1,81.68829656
API,Google,No,No,4,1048,1.33,Working Professional,Might be,15,16,Email Opened,1,98.12429153
Landing Page Submission,Google,No,No,4,610,4,Unemployed,High in Relevance,14,20,Email Opened,1,42.61476724
API,Google,No,No,3,415,3,Unemployed,Not Sure,13,15,Modified,0,8.158785564
Landing Page Submission,Organic Search,No,No,3,560,3,Unknown,Unkown,13,13,Modified,0,5.856068661
Landing Page Submission,Google,No,No,2,1704,2,Unemployed,Not Sure,13,18,Modified,1,35.17684142
Landing Page Submission,Direct Traffic,No,No,10,918,3.33,Working Professional,Might be,14,18,Email Opened,1,92.71343326
Lead Add Form,Welingak Website,No,No,3,1186,2,Unemployed,Unkown,14,15,Modified,1,86.93561247
Landing Page Submission,Google,No,No,5,28,2.5,Unemployed,Unkown,11,18,Modified,0,3.257661466
Landing Page Submission,Google,No,No,7,214,7,Unknown,Unkown,14,18,Email Opened,0,5.767136471
Landing Page Submission,Google,No,No,10,1521,2.5,Unemployed,Might be,14,14,Page Visited on Website,0,91.96425561
API,Organic Search,No,No,5,1418,5,Working Professional,Might be,14,16,Modified,1,96.44792864
Landing Page Submission,Direct Traffic,No,No,2,1613,2,Working Professional,Might be,15,18,Email Opened,1,97.93166476
API,Referral Sites,No,No,8,51,4,Unemployed,Unkown,15,13,Modified,0,8.992672127
Landing Page Submission,Google,No,No,4,950,4,Unemployed,Might be,15,18,Email Opened,1,77.49258997
Landing Page Submission,Google,No,No,5,542,5,Unemployed,Might be,15,18,Email Opened,1,60.14432344
API,Direct Traffic,No,No,3,492,3,Unemployed,Might be,15,15,Modified,1,43.64455418
API,Google,No,No,3,1293,3,Unemployed,Not Sure,14,15,Modified,0,32.10366293
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,12,15,Modified,0,5.098025954
Landing Page Submission,Direct Traffic,Yes,No,10,824,10,Unemployed,Unkown,17,16,Page Visited on Website,0,8.588423154
Landing Page Submission,Organic Search,No,No,4,1058,2,Unemployed,High in Relevance,14,20,Modified,1,44.88334191
API,Organic Search,No,No,11,1166,2.2,Unknown,Unkown,14,16,Page Visited on Website,0,51.16314003
Landing Page Submission,Direct Traffic,No,No,4,1541,4,Working Professional,Might be,15,17,Email Opened,1,97.2863567
Landing Page Submission,Direct Traffic,No,No,3,388,3,Unemployed,Might be,11,18,Modified,0,20.75977225
Landing Page Submission,Organic Search,No,No,6,543,6,Unemployed,Not Sure,13,13,Email Opened,0,11.66426468
API,Organic Search,No,No,11,1700,11,Businessman,Might be,16,12,Email Opened,1,96.40439678
Landing Page Submission,Pay per Click Ads,No,No,3,125,3,Unemployed,Unkown,14,17,Email Opened,0,13.86303585
API,Organic Search,No,No,2,153,2,Unemployed,Might be,14,15,Email Link Clicked,1,62.83297491
Landing Page Submission,Direct Traffic,No,No,2,590,2,Unemployed,Unkown,10,16,Email Opened,0,13.18058395
Landing Page Submission,Direct Traffic,No,No,3,1829,3,Unemployed,Not Sure,14,18,Modified,0,30.81265471
API,Referral Sites,No,No,2,315,2,Unemployed,Not Sure,14,13,Modified,0,9.733144701
API,Olark Chat,No,No,2,1134,1,Student,Might be,15,16,Modified,1,88.8637058
Landing Page Submission,Organic Search,No,No,8,186,8,Unemployed,Not Sure,10,14,Modified,0,1.810387917
Landing Page Submission,Google,No,No,4,1346,2,Unemployed,Might be,14,16,Page Visited on Website,1,88.37011587
Landing Page Submission,Google,Yes,No,5,129,1.67,Unknown,Unkown,14,16,Modified,0,1.721177615
API,Organic Search,No,No,5,912,2.5,Unemployed,Not Sure,13,16,Email Opened,1,38.48099901
API,Organic Search,No,No,7,1052,7,Unemployed,Not Sure,14,13,Email Opened,0,37.39159449
API,Organic Search,No,No,6,1517,6,Unemployed,Unkown,14,15,Email Opened,0,68.99030257
Landing Page Submission,Direct Traffic,No,No,3,277,3,Unknown,Unkown,14,17,Email Opened,0,5.926455486
API,Organic Search,No,No,3,461,1.5,Unemployed,Unkown,13,15,Modified,0,14.70144569
Landing Page Submission,Google,No,No,3,1995,3,Unemployed,Not Sure,14,14,Modified,1,48.87502014
Lead Add Form,Reference,No,No,0,0,0,Unemployed,Low in Relevance,14,16,Modified,1,90.79182267
Landing Page Submission,Organic Search,No,No,3,183,3,Unemployed,Worst,16,18,Modified,0,4.364155271
API,Organic Search,No,No,4,1338,2,Unemployed,Not Sure,15,15,Email Opened,1,61.89520781
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,13,15,Modified,0,8.533672061
API,Referral Sites,No,No,1,815,1,Unknown,Unkown,16,13,Modified,0,23.58023813
Landing Page Submission,Direct Traffic,No,No,2,162,2,Unemployed,Unkown,14,16,Email Opened,0,8.323281544
API,Organic Search,No,No,5,391,2.5,Unknown,Unkown,15,15,Email Opened,0,20.56170729
API,Referral Sites,No,No,3,192,1.5,Unemployed,Unkown,10,13,Modified,0,9.599161216
API,Google,No,No,4,585,4,Unemployed,Unkown,13,15,Email Opened,0,30.26418321
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
API,Organic Search,No,No,5,388,5,Unemployed,Not Sure,14,14,Email Opened,0,17.04230878
Lead Add Form,Welingak Website,No,No,3,1212,2,Unemployed,Unkown,14,15,Modified,1,87.46597861
API,Google,No,No,3,837,3,Unemployed,Might be,15,15,Modified,1,68.76413858
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,16,15,Olark Chat Conversation,0,13.63323986
API,Google,No,No,10,764,10,Working Professional,Low in Relevance,16,16,Email Opened,1,95.11403751
Landing Page Submission,Direct Traffic,No,No,5,1,5,Unemployed,Not Sure,13,13,Email Opened,0,3.317397407
Landing Page Submission,Organic Search,No,No,6,1847,6,Unemployed,Might be,15,14,Email Opened,1,94.1919328
Landing Page Submission,Direct Traffic,No,No,3,954,3,Unemployed,Might be,14,17,Modified,1,47.69863275
API,Referral Sites,No,No,6,968,3,Unknown,Unkown,17,13,Modified,0,28.30415398
API,Organic Search,No,No,2,73,1,Unknown,Unkown,12,15,Modified,0,4.789880672
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,16,15,Email Opened,1,22.69698352
API,Organic Search,No,No,1,275,1,Unemployed,Low in Relevance,14,14,Modified,0,52.17232286
Landing Page Submission,Direct Traffic,No,No,4,941,2,Unemployed,Unkown,15,18,Email Opened,1,29.05215919
API,Google,No,No,3,326,3,Unknown,Unkown,12,15,Email Opened,0,14.41617379
Landing Page Submission,Google,No,No,4,1758,4,Unemployed,Might be,13,18,SMS Sent,1,98.30647089
Landing Page Submission,Google,No,No,7,152,3.5,Unemployed,Unkown,15,18,Email Opened,1,11.80869292
API,Referral Sites,No,No,11,1863,5.5,Unemployed,Might be,16,13,SMS Sent,1,99.50219281
Landing Page Submission,Organic Search,Yes,No,8,1485,4,Unemployed,Low in Relevance,15,20,Unsubscribed,1,87.16309693
API,Google,No,No,2,76,1,Unemployed,Unkown,15,15,Email Opened,0,20.18846393
Landing Page Submission,Direct Traffic,Yes,No,2,190,2,Working Professional,Unkown,13,18,Email Bounced,0,19.64758119
API,Organic Search,No,No,4,487,2,Unemployed,Not Sure,14,15,SMS Sent,0,58.53078657
Lead Add Form,Reference,No,No,0,0,0,Unemployed,Might be,14,19,Email Opened,0,95.25041224
Landing Page Submission,Referral Sites,No,No,6,1086,2,Unemployed,Might be,15,15,Email Opened,1,87.67670207
Landing Page Submission,Google,No,No,3,328,3,Unemployed,Worst,15,17,Modified,0,5.218146786
Landing Page Submission,Google,No,No,7,1172,3.5,Unknown,Unkown,14,18,Modified,0,16.19842059
Landing Page Submission,Direct Traffic,No,No,7,219,2.33,Unemployed,Not Sure,14,16,Email Link Clicked,0,6.702417438
Landing Page Submission,Direct Traffic,No,No,8,220,4,Working Professional,Unkown,12,18,Email Opened,0,29.60271603
API,Referral Sites,No,No,5,865,1.67,Unemployed,Might be,16,15,Modified,1,78.31159005
API,Google,No,No,9,833,9,Unemployed,Unkown,16,15,Page Visited on Website,1,34.05887015
API,Google,No,No,3,970,3,Unemployed,Might be,15,16,Modified,1,73.50963891
Landing Page Submission,Direct Traffic,No,No,15,317,5,Unemployed,Unkown,15,18,Email Opened,0,10.75059489
Landing Page Submission,Direct Traffic,No,No,2,215,2,Unemployed,Not Sure,14,18,Email Opened,0,6.09525029
API,Referral Sites,No,No,4,947,2,Unemployed,Unkown,15,13,Olark Chat Conversation,1,56.28028939
API,Google,No,No,7,1212,3.5,Working Professional,Might be,15,16,Email Opened,1,98.37205769
API,Google,No,No,2,235,2,Unemployed,Might be,15,16,Modified,1,43.93493254
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Olark Chat Conversation,0,14.44219826
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
Landing Page Submission,Google,No,No,7,1665,3.5,Unemployed,Might be,14,20,Modified,1,83.40717298
API,Referral Sites,No,No,4,145,4,Unemployed,Not Sure,14,13,Modified,0,6.320279471
Landing Page Submission,Direct Traffic,No,No,6,1377,6,Unemployed,Unkown,16,18,SMS Sent,1,74.99666007
API,Google,No,No,5,470,5,Unemployed,Unkown,13,15,Email Opened,0,24.52647585
API,Google,No,No,2,14,2,Unemployed,Not Sure,14,15,Modified,0,4.707336587
Landing Page Submission,Direct Traffic,No,No,1,315,1,Unemployed,Low in Relevance,15,15,Modified,1,30.76279037
API,Google,No,No,4,92,4,Unemployed,Not Sure,13,15,Email Opened,0,10.47842127
API,Direct Traffic,No,No,9,100,4.5,Unemployed,Worst,14,14,Email Opened,0,9.462975553
API,Organic Search,No,No,7,14,3.5,Unemployed,Unkown,13,15,Modified,0,6.32764223
API,Referral Sites,No,No,2,417,2,Unemployed,Unkown,14,13,Email Opened,0,33.48692668
Landing Page Submission,Google,No,No,4,14,4,Unknown,Unkown,14,18,Email Opened,0,5.107851326
Landing Page Submission,Google,No,No,7,1541,3.5,Unknown,Unkown,14,17,Email Opened,0,49.6959401
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,15,15,Email Opened,1,21.54206518
API,Google,Yes,No,1,233,1,Unemployed,Not Sure,13,14,Modified,0,3.756931105
Landing Page Submission,Direct Traffic,No,No,2,321,2,Unemployed,Might be,15,20,Email Opened,1,45.20121858
Lead Add Form,Welingak Website,No,No,0,0,0,Unemployed,Unkown,14,15,SMS Sent,1,90.834866
Landing Page Submission,Organic Search,No,No,4,61,4,Unemployed,Unkown,14,17,Modified,0,3.686731684
Landing Page Submission,Google,No,No,5,814,5,Unemployed,Might be,15,17,Modified,1,49.37441924
API,Google,No,No,8,1585,4,Unemployed,Unkown,13,15,Modified,0,53.12015054
Landing Page Submission,Google,No,No,2,1089,2,Unemployed,High in Relevance,14,19,Email Opened,1,67.86800287
API,Google,No,No,4,1394,4,Unemployed,Might be,15,16,Email Opened,1,93.47396918
Landing Page Submission,Google,No,No,3,1451,3,Unemployed,Might be,14,18,Email Opened,1,89.69821958
API,Google,No,No,2,1137,2,Unemployed,Unkown,11,15,Page Visited on Website,1,52.82785255
